SJ5L14	AMPOSW
SJ5L15	AMQOSW
SJ5L16	AMROSW
SJ5L17	AMSOSW
SJ5L18	AMTOSW
DBVPG6696	ANAOSW
YPS129	ANCOSW
YPS133	ANDOSW
YPS134	ANEOSW
YPS139	ANFOSW
ANG.CJ.1	ANG_CJ_1
ANG1	ANG1
ANGGW.1	ANGGW_1
YPS141	ANGOSW
YPS142	ANHOSW
YPS143	ANIOSW
YPS154	ANKOSW
A-6	ANLOSW
A-18	ANMOSW
AY529516	ANNOSW
UWOPS83-883-2	ANPOSW
L-1191	ANQOSW
RIB0001	ANROSW
RIB0002	ANSOSW
RIB0003	ANTOSW
RIB0004	ANVOSW
AP 16.1	AP_16_1
AP 17.1	AP_17_1
AP 5.4	AP_5_4
AP 6.2	AP_6_2
AP 7.2	AP_7_2
AP13.1	AP13_1
RIB0005	APAOSW
RIB1001	APCOSW
RIB1002	APDOSW
RIB1003	APEOSW
RIB1004	APFOSW
VF8_(6)	APGOSW
M1.1	APHOSW
YS20	APIOSW
YS10(E)	APKOSW
YS11(E)	APLOSW
YS15	APMOSW
YS19	APNOSW
CBS382	APPOSW
CBS400	APQOSW
CBS403	APROSW
CBS423	APSOSW
CBS459	APTOSW
CBS1250	APVOSW
CBS4903	AQAOSW
CBS5112	AQBOSW
CBS5155	AQCOSW
CBS5378	AQDOSW
CBS6006	AQEOSW
CBS7539	AQGOSW
CBS7957	AQHOSW
CBS8292	AQIOSW
CBS420	AQMOSW
CBS435	AQNOSW
CBS462	AQPOSW
CBS1175	AQQOSW
CBS1190	AQROSW
CBS1196	AQSOSW
CBS1230	AQTOSW
CBS1239	ARAOSW
CBS1254	ARBOSW
CBS1257	ARCOSW
CBS1398	AREOSW
CBS1576	ARGOSW
CBS1592	ARHOSW
CBS1593	ARIOSW
CBS1602	ARKOSW
CBS2087	ARLOSW
CBS2188	ARMOSW
CBS2246	ARNOSW
CBS2270	ARPOSW
CBS2271	ARQOSW
CBS2272	ARROSW
CBS2421	ARSOSW
CBS2808	ARTOSW
CBS2965	ARVOSW
CBS4092	ASAOSW
CBS4255	ASBOSW
CBS4455	ASCOSW
CBS4507	ASDOSW
CBS4667	ASEOSW
CBS1489	ASGOSW
CLIB227	ASHOSW
CLIB340	ASLOSW
CLIB409	ASMOSW
CLIB630	ASNOSW
B1	ASPOSW
M1	ASROSW
M5	ASSOSW
M6	ASTOSW
M9	ASVOSW
PR	ATAOSW
Y1	ATBOSW
YJM308	ATCOSW
YJM339	ATDOSW
YJM627	ATEOSW
UC4	ATHOSW
UC10	ATMOSW
Y4	ATNOSW
Y5	ATPOSW
CECT10497	ATQOSW
CECT10120	ATROSW
CECT10131	ATSOSW
CECT1462	ATVOSW
CECT10266	AVBOSW
CECT10711	AVCOSW
CECT10712	AVDOSW
CECT1478	AVHOSW
YPS163	AVIOSW
L-1194	AVKOSW
RIB6008	AVLOSW
RIB6009	AVMOSW
CH02	AVNOSW
CH06	AVPOSW
CH10	AVQOSW
CH11	AVROSW
CH14	AVSOSW
CH13	AVTOSW
DJ65	AVVOSW
B1-1	B1_1
DJ66	BAAOSW
DJ68	BABOSW
DJ70	BACOSW
DJ71	BADOSW
DJ73	BAEOSW
DJ74	BAFOSW
SX1	BAGOSW
SX3	BAHOSW
BJ6	BAIOSW
BJ20	BAKOSW
HN6	BALOSW
HN10	BAMOSW
HN15	BANOSW
HN16	BAPOSW
HN19	BAQOSW
PB56	BAROSW
PB67	BASOSW
PB94	BATOSW
PB137	BAVOSW
PB197	BBAOSW
PB200	BBBOSW
CCY_21-4-88	BBCOSW
CCY_21-4-97	BBDOSW
CCY_21-4-98	BBEOSW
CCY_21-4-102	BBFOSW
CCY_21-4-106	BBGOSW
CCY_21-4-119	BBHOSW
CCY_21-4-120	BBIOSW
CCY_21-4-121	BBKOSW
IMB-53	BBLOSW
908	BBMOSW
1663	BBPOSW
2162	BBQOSW
2163	BBROSW
2187	BBSOSW
2281	BBTOSW
2282	BBVOSW
2644	BCAOSW
HE001	BCBOSW
HE004	BCCOSW
HE005	BCDOSW
HE006	BCEOSW
HE007	BCFOSW
HE008	BCGOSW
HE009	BCHOSW
HE010	BCIOSW
HE011	BCKOSW
HE012	BCLOSW
HE013	BCMOSW
HE015	BCNOSW
HE016	BCPOSW
HE020	BCQOSW
#23	BCROSW
#03	BCSOSW
#05	BCTOSW
#33	BCVOSW
#34	BDAOSW
#35	BDBOSW
#36	BDCOSW
#13	BDDOSW
#14	BDEOSW
#57	BDFOSW
#58	BDGOSW
#59	BDHOSW
#60	BDIOSW
#63	BDKOSW
CLQCA_10-386	BDLOSW
MAJ_A	BDMOSW
MAJ_G	BDNOSW
CEY615	BDPOSW
CEY616	BDQOSW
CEY617	BDROSW
CEY618	BDSOSW
CEY619	BDTOSW
CEY620	BDVOSW
BE001	BE001
BE002	BE002
BE003	BE003
BE004	BE004
BE005	BE005
BE006	BE006
BE007	BE007
BE008	BE008
BE009	BE009
BE010	BE010
BE011	BE011
BE012	BE012
BE013	BE013
BE014	BE014
BE015	BE015
BE016	BE016
BE017	BE017
BE018	BE018
BE019	BE019
BE020	BE020
BE021	BE021
BE022	BE022
BE023	BE023
BE024	BE024
BE025	BE025
BE026	BE026
BE027	BE027
BE028	BE028
BE029	BE029
BE030	BE030
BE031	BE031
BE032	BE032
BE033	BE033
BE034	BE034
BE035	BE035
BE036	BE036
BE037	BE037
BE038	BE038
BE039	BE039
BE040	BE040
BE041	BE041
BE042	BE042
BE043	BE043
BE044	BE044
BE045	BE045
BE046	BE046
BE047	BE047
BE048	BE048
BE049	BE049
BE050	BE050
BE051	BE051
BE052	BE052
BE053	BE053
BE054	BE054
BE055	BE055
BE056	BE056
BE057	BE057
BE058	BE058
BE059	BE059
BE060	BE060
BE061	BE061
BE062	BE062
BE063	BE063
BE064	BE064
BE065	BE065
BE066	BE066
BE067	BE067
BE068	BE068
BE069	BE069
BE070	BE070
BE071	BE071
BE072	BE072
BE073	BE073
BE074	BE074
BE075	BE075
BE076	BE076
BE077	BE077
BE078	BE078
BE079	BE079
BE080	BE080
BE081	BE081
BE082	BE082
BE083	BE083
BE084	BE084
BE085	BE085
BE086	BE086
BE087	BE087
BE088	BE088
BE089	BE089
BE090	BE090
BE091	BE091
BE092	BE092
BE093	BE093
BE094	BE094
BE095	BE095
BE096	BE096
BE097	BE097
BE098	BE098
BE099	BE099
BE100	BE100
BE101	BE101
BE102	BE102
CEY621	BEAOSW
CEY622	BEBOSW
CEY623	BECOSW
CEY624	BEDOSW
CEY625	BEEOSW
CLIB413	BEFOSW
CLIB414	BEGOSW
CLIB415	BEHOSW
CLIB650	BEIOSW
CLIB651	BEKOSW
CLIB653	BEMOSW
CLIB654	BENOSW
EXF-3387	BEPOSW
EXF-4126	BEQOSW
EXF-5042	BEROSW
EXF-5046	BESOSW
EXF-5247	BETOSW
EXF-5248	BEVOSW
EXF-5284	BFAOSW
EXF-5287	BFBOSW
EXF-5295	BFCOSW
EXF-5297	BFDOSW
EXF-5734	BFEOSW
EXF-5869	BFGOSW
EXF-5871	BFHOSW
EXF-6761	BFKOSW
EXF-6780	BFLOSW
EXF-6835	BFMOSW
EXF-7145	BFNOSW
EXF-7197	BFPOSW
CLIB484	BFQOSW
CLIB485	BFROSW
CLIB546	BFSOSW
CLIB547	BFTOSW
CLIB548	BFVOSW
CLIB549	BGAOSW
CLIB550	BGBOSW
CLIB551	BGCOSW
CLIB552	BGDOSW
CLIB553	BGEOSW
CLIB554	BGFOSW
CLIB555	BGGOSW
CLIB556	BGHOSW
CLIB557	BGIOSW
CLIB558	BGKOSW
CLIB559	BGLOSW
CLIB560	BGMOSW
CLIB561	BGNOSW
CLIB562	BGPOSW
CLIB563	BGQOSW
CLIB564	BGROSW
CLIB631	BGSOSW
CLIB648	BGTOSW
CLIB649	BGVOSW
CLIB655	BHAOSW
CLIB889	BHBOSW
CLIB1040	BHCOSW
CLIB1059	BHDOSW
CLIB1060	BHEOSW
CLIB1062	BHFOSW
CLIB1070	BHGOSW
CLIB1071	BHHOSW
CLIB1072	BHIOSW
CLIB1077	BHKOSW
CLIB1082	BHLOSW
CLIB1085	BHMOSW
CLIB1410	BHNOSW
CLIB1411	BHPOSW
CLIB1412	BHQOSW
CLIB1413	BHROSW
CLIB1414	BHSOSW
CLIB1083	BHTOSW
DBVPG1014	BHVOSW
BI001	BI001
BI002	BI002
BI003	BI003
BI004	BI004
BI005	BI005
DBVPG1029	BIAOSW
DBVPG1041	BIBOSW
E-SYBR-8:BIBV5.3	BIBV5_3
DBVPG1056	BICOSW
DBVPG1058	BIDOSW
DBVPG1074	BIEOSW
DBVPG1076	BIFOSW
DBVPG1080	BIGOSW
DBVPG1105	BIHOSW
DBVPG1106	BIIOSW
DBVPG1107	BIKOSW
DBVPG1108	BILOSW
DBVPG1122	BIMOSW
DBVPG1123	BINOSW
DBVPG1125	BIPOSW
DBVPG1126	BIQOSW
DBVPG1127	BIROSW
DBVPG1129	BISOSW
DBVPG1145	BITOSW
BJ1	BJ1
BJ10	BJ10
BJ11	BJ11
BJ13	BJ13
BJ14	BJ14
BJ15	BJ15
BJ16	BJ16
BJ17	BJ17
BJ18	BJ18
BJ19	BJ19
BJ2	BJ2
BJ20	BJ20
BJ21	BJ21
BJ22	BJ22
BJ24	BJ24
BJ25	BJ25
BJ26	BJ26
BJ27	BJ27
BJ28	BJ28
BJ3	BJ3
BJ4	BJ4
BJ5	BJ5
BJ6	BJ6
BJ7	BJ7
BJ8	BJ8
BJ9	BJ9
DBVPG1163	BKAOSW
DBVPG1339	BKCOSW
DBVPG1374	BKDOSW
DBVPG1380	BKEOSW
DBVPG1473	BKFOSW
DBVPG1490	BKGOSW
DBVPG1523	BKHOSW
DBVPG1554	BKIOSW
DBVPG1555	BKKOSW
DBVPG1564	BKLOSW
DBVPG1577	BKMOSW
DBVPG1580	BKNOSW
DBVPG1581	BKPOSW
DBVPG1584	BKQOSW
DBVPG1594	BKROSW
DBVPG1595	BKSOSW
DBVPG1596	BKTOSW
DBVPG1599	BLAOSW
DBVPG1601	BLBOSW
DBVPG1606	BLCOSW
DBVPG1608	BLDOSW
DBVPG1611	BLEOSW
DBVPG1615	BLFOSW
DBVPG1625	BLGOSW
DBVPG1626	BLHOSW
DBVPG1629	BLIOSW
DBVPG1631	BLKOSW
DBVPG1632	BLLOSW
DBVPG1656	BLMOSW
DBVPG1659	BLNOSW
DBVPG1661	BLPOSW
DBVPG1669	BLQOSW
DBVPG1973	BLROSW
DBVPG1975	BLSOSW
DBVPG1984	BLTOSW
DBVPG3022	BLVOSW
BM5.1	BM5_1
UWOPS03-429.1	BMAOSW
UWOPS03-433.3	BMBOSW
UWOPS03-459.1	BMCOSW
384103A	BMDOSW
368428S	BMEOSW
269521J	BMFOSW
NCYC_2925	BMGOSW
YJM984	BMHOSW
YJM989	BMIOSW
YJM990	BMKOSW
NCYC_2780	BMLOSW
2680	BMMOSW
2698	BMNOSW
2720	BMQOSW
CEY646	BMROSW
CEY649	BMVOSW
CEY650	BNAOSW
CEY651	BNBOSW
CEY652	BNCOSW
CEY653	BNDOSW
DBVPG1057	BNEOSW
DBVPG1078	BNFOSW
DBVPG1085	BNGOSW
DBVPG1685	BNHOSW
DBVPG1699	BNIOSW
DBVPG1701	BNKOSW
DBVPG1708	BNLOSW
DBVPG1711	BNMOSW
DBVPG1712	BNNOSW
DBVPG1714	BNPOSW
DBVPG1719	BNQOSW
DBVPG1725	BNROSW
DBVPG1772	BNTOSW
DBVPG1790	BNVOSW
DBVPG1792	BPAOSW
DBVPG1795	BPBOSW
DBVPG1798	BPCOSW
DBVPG1832	BPFOSW
DBVPG1841	BPGOSW
DBVPG1843	BPHOSW
DBVPG1848	BPIOSW
DBVPG1861	BPKOSW
DBVPG1878	BPLOSW
DBVPG1880	BPMOSW
DBVPG1895	BPNOSW
DBVPG1898	BPPOSW
DBVPG1918	BPQOSW
DBVPG1919	BPROSW
DBVPG1960	BPTOSW
DBVPG1976	BPVOSW
BQ1.1	BQ1_1
BQ8.1	BQ8_1
BQ8.2	BQ8_2
DBVPG1994	BQAOSW
DBVPG2049	BQBOSW
DBVPG2088	BQCOSW
DBVPG2166	BQEOSW
DBVPG3098	BQGOSW
DBVPG3100	BQHOSW
DBVPG3924	BQIOSW
DBVPG4162	BQMOSW
DBVPG4186	BQNOSW
DBVPG4297	BQPOSW
DBVPG4317	BQQOSW
DBVPG4381	BQROSW
DBVPG4410	BQSOSW
DBVPG4460	BQTOSW
BR001	BR001
BR002	BR002
BR003	BR003
BR004	BR004
DBVPG4651	BRAOSW
DBVPG4686	BRBOSW
DBVPG4695	BRCOSW
DBVPG4902	BRDOSW
DBVPG4905	BREOSW
DBVPG5760	BRFOSW
DBVPG5836	BRGOSW
DBVPG6223	BRHOSW
DBVPG6302	BRKOSW
DBVPG6350	BRLOSW
DBVPG6590	BRMOSW
DBVPG6694	BRPOSW
DBVPG6695	BRQOSW
DBVPG6874	BRVOSW
BS	BS
DBVPG6876	BSAOSW
DBVPG6877	BSBOSW
DBVPG6878	BSCOSW
DBVPG6879	BSDOSW
DBVPG6880	BSEOSW
DBVPG6295	BSGOSW
DBVPG6693	BSIOSW
D3742	BSKOSW
M57	BSLOSW
SGU89	BSMOSW
SG60	BSNOSW
L-1183	BSPOSW
L-958	BSROSW
L-960	BSSOSW
L-962	BSTOSW
BT1.1	BT1_1
BT2.6	BT2_6
BT2.8	BT2_8
BT3	BT3
BT4	BT4
NCYC_2798	BTAOSW
77	BTBOSW
79	BTCOSW
YS5(E)	BTDOSW
YS8(E)	BTEOSW
YS22(E)	BTFOSW
ZP_567	BTGOSW
ZP_577	BTHOSW
ZP_611	BTIOSW
L-304	BTLOSW
L-475	BTNOSW
BTP1	BTP1
L-1198	BTPOSW
L-1201	BTROSW
RIB1005	BTSOSW
M.9.1	BTTOSW
M.14.1	BTVOSW
RP.10.4	BVAOSW
RP.10.13	BVBOSW
RP.10.14	BVCOSW
SM.9.1.AL1	BVDOSW
SM.9.1.BL7	BVEOSW
SM.9.2.BR3(L)	BVFOSW
SM.9.4.BL2	BVGOSW
SM.9.4.BR1	BVHOSW
4LBI-3	BVKOSW
SA6-31	BVMOSW
B-24	BVTOSW
8-15	BVVOSW
C5-1	C5_1
5-18	CAAOSW
11-8	CABOSW
A-12	CACOSW
11-18	CADOSW
B-4	CAEOSW
C-3	CAFOSW
D-1	CAHOSW
D-4	CAIOSW
A-16	CAKOSW
A-19	CALOSW
9-7	CAMOSW
8-3	CANOSW
11-2	CAPOSW
5-2	CAQOSW
A-9	CAROSW
B-17	CASOSW
C-12	CATOSW
B-13	CAVOSW
A-14	CBAOSW
1-9	CBBOSW
D-18	CBCOSW
B-11	CBDOSW
D-21	CBEOSW
SD-15	CBFOSW
DBVPG1978	CBGOSW
DBVPG3051	CBHOSW
DBVPG4036	CBIOSW
1	CBKOSW
2	CBLOSW
3	CBMOSW
NCYC_88	CBNOSW
NCYC_1187	CBROSW
CBS 7002	CBS_7002
CBS 1598	CBS1598
CBS 435	CBS435
CLQCA_20-156	CCCOSW
CLQCA_20-184	CCDOSW
CLQCA_20-221	CCEOSW
CLQCA_20-246	CCFOSW
CLQCA_20-259	CCGOSW
CLQCA_20-314	CCHOSW
CLQCA_20-248	CCIOSW
N19-1C	CCLOSW
N493-2C	CCMOSW
VKM_Y-504:S	CCNOSW
IFO_0877:6-1	CCPOSW
Ksc2-2B	CCQOSW
Ksc40-8A	CCROSW
Ksc73-2D	CCSOSW
S11F3-6B	CCTOSW
S8BM-30-2D	CCVOSW
S8BM-32-4D(a)	CDAOSW
ATCC_66348-1D	CDBOSW
N37-1A	CDCOSW
N38-4A	CDDOSW
N39-7A	CDEOSW
N22.00-5D	CDFOSW
N3.00-7A	CDGOSW
N159.01-2B	CDHOSW
N163.01-5A	CDIOSW
CCY_21-4-93:6B	CDKOSW
N51-1A	CDLOSW
UFRJ_50613-2D(a)	CDMOSW
UCD_61-190-6A	CDNOSW
N95-5-1A	CDPOSW
N95-6-1C	CDQOSW
CECT10331:9-1	CDROSW
CECT10351-1B	CDSOSW
CECT10171-5B	CDTOSW
DBVPG1616-1D	CDVOSW
DBVPG1617-5A	CEAOSW
DBVPG1619-4B	CEBOSW
DBVPG1620-1A	CECOSW
DBVPG1621-5A	CEDOSW
DBVPG1622-8B	CEEOSW
DBVPG1623-2A	CEFOSW
EM14S01-3B	CEGOSW
ES2M03-7A	CEHOSW
GE14S01-7B	CEIOSW
JCM_2985-4B	CEKOSW
JCM_3529-7B	CELOSW
CCY_21-4-89:7-3	CEMOSW
ATCC_38618:2-2	CENOSW
ATCC_52922-1C	CEPOSW
MUCL_30909-2C	CEQOSW
N34:2-4(a)	CEROSW
N26-1-10:7-5(a)	CESOSW
N134:7-1(a)	CETOSW
IFO_0289:4-3(b)	CEVOSW
Dji2-2A(a)	CFAOSW
ho_SB	CFBOSW
4.5_WLP530	CFCOSW
1.3_Safale_US05	CFDOSW
4.9_WLP099	CFEOSW
6.2_WLP570	CFFOSW
1.6_Safale_S40	CFGOSW
Nottingham_ale_1.8_Lallemand	CFHOSW
2.6_Windsor_British	CFIOSW
5.5_WLP090	CFMOSW
3.3_Safale_S-33	CFNOSW
3.4_Safbrew_T-58	CFPOSW
UCD_40-235	CFQOSW
UCD_40-248	CFROSW
UCD_40-255	CFSOSW
UCD_40-346	CFTOSW
UCD_40-49	CFVOSW
UCD_05-780	CGBOSW
UCD_06-645	CGCOSW
UCD_09-448	CGDOSW
UCD_11-601	CGEOSW
TayTa	CGGOSW
VNL3	CGHOSW
Me7	CGIOSW
Lx2	CGKOSW
BMQ557	CGLOSW
SGB1	CGNOSW
SG4	CGPOSW
RR1a	CGQOSW
VL5	CGROSW
Ca6	CGSOSW
Lib39	CGTOSW
Lib51	CGVOSW
Lib52	CHAOSW
Lib54	CHBOSW
Lib61	CHCOSW
Lib70	CHDOSW
Lib71	CHEOSW
Lib73	CHFOSW
324-6C	CHGOSW
319-5C	CHHOSW
646-3B	CHIOSW
Win-8B	CHKOSW
SBE-1C	CHLOSW
SBD	CHMOSW
B9b-1	CHNOSW
B9c-1	CHPOSW
B10-1	CHQOSW
SC 29 F. Dromer IP	CHROSW
SC 32 F. Dromer IP	CHSOSW
SC 33 F. Dromer IP	CHTOSW
SRC 120	CHVOSW
CI001	CI001
SRC 147	CIAOSW
SRC 213	CIBOSW
Ponton 11	CICOSW
Ponton 12	CIDOSW
Ponton 13	CIEOSW
Ponton 14	CIFOSW
PB11	CIGOSW
PB12	CIHOSW
PB13	CIIOSW
PB14	CIKOSW
PB15	CILOSW
malade Hc6553	CIMOSW
malade Pac6436	CINOSW
malade 6442	CIPOSW
malade 6452	CIQOSW
malade 6441	CIROSW
malade Elbaz 6766	CISOSW
malade 459 Labaume	CITOSW
malade 1124/150017	CIVOSW
CJM11.1	CJM11_1
CJM19.5	CJM19_5
CJM19.6	CJM19_6
CJM20.1	CJM20_1
CJM21.4	CJM21_4
CJM24.1	CJM24_1
CJM25.1	CJM25_1
CJM25.4	CJM25_4
CJM25.5	CJM25_5
CJM6.2	CJM6_2
malade 3285/11-2-4	CKAOSW
malade 98 1655/125391	CKBOSW
malade 139287/11_2_1	CKCOSW
malade 97 138633/11-2-5	CKDOSW
malade 141076/11210	CKEOSW
malade 150865/1122	CKFOSW
UL G84F88I90	CKGOSW
ultra lev. 1127	CKHOSW
perentol	CKIOSW
malade 98 3312	CKKOSW
malade 98 3161	CKLOSW
malade 98 2574	CKMOSW
malade 98 2601	CKNOSW
malade Broussais	CKPOSW
malade M2402A Necker	CKQOSW
malade Darkman	CKROSW
malade Berchid	CKSOSW
malade Fauot	CKTOSW
malade Boisse	CKVOSW
malade Moreau	CLAOSW
sample 40	CLBOSW
sample 50	CLCOSW
sample 33	CLDOSW
NCYC_2966	CLGOSW
NCYC_2743	CLHOSW
K5	CLIOSW
K9	CLKOSW
K10	CLLOSW
K13	CLMOSW
K14	CLNOSW
K15	CLPOSW
UC5	CLQOSW
RIB1008	CLROSW
RIB1010	CLSOSW
RIB1011	CLTOSW
RIB1012	CLVOSW
RIB1014	CMBOSW
RIB1015	CMCOSW
RIB1016	CMDOSW
RIB1017	CMEOSW
RIB6001	CMFOSW
RIB6002	CMGOSW
RIB6003	CMHOSW
RIB6004	CMIOSW
RIB6005	CMKOSW
RIB6006	CMLOSW
RIB6007	CMMOSW
RIB0007	CMNOSW
YPS615	CMPOSW
YPS617	CMQOSW
YPS670	CMSOSW
SM.9.4.BR2	CMTOSW
SM.8.2.C13	CNBOSW
SM8.3.M5	CNCOSW
SM.8.7.L8	CNEOSW
SM.8.7.L9	CNFOSW
SM.8.7.BR1	CNGOSW
SM.8.8.BL1	CNHOSW
SM.8.8.CVR1	CNIOSW
SA.1.5.	CNKOSW
SA.9.2.BL3	CNLOSW
SA.9.3.VR1	CNMOSW
SA.9.4.VL4	CNNOSW
SA.9.4.BR2	CNPOSW
SA.10.1.VL1	CNQOSW
SA.10.1.VR4	CNROSW
RP11.4.1	CNSOSW
RP11.4.11	CNTOSW
RP11.4.14	CNVOSW
906	CPAOSW
995	CPBOSW
997	CPCOSW
1175	CPDOSW
1216	CPEOSW
1235	CPFOSW
1560	CPGOSW
LCBG-3D6	CPIOSW
LCBG-Mosca3	CPKOSW
LCBG-4Y3	CPLOSW
LCBG-3D2	CPMOSW
LCBG-3Y3	CPNOSW
LCBG-3D4	CPQOSW
LCBG-3Y8	CPROSW
FTPW4	CPSOSW
FTPW3	CPTOSW
FTPW32	CQAOSW
FTPW35	CQBOSW
MTF2546	CQCOSW
MTF2547	CQDOSW
MTF2548	CQEOSW
MTF2549	CQFOSW
MTF2550	CQGOSW
